,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
110,AKX,2019-01-04,2020-04-21,473,Friday,AKX_20190104_20200421_30-50_B_USD,USD,679896,607150,500004,1.1198155315819813,0.7354124748490946,0.8235263114551593,30-50,B,brenda76,littlechristian@harrison.org,Dorothy Gill,F,42
111,BYU,2017-06-14,2019-05-10,695,Wednesday,BYU_20170614_20190510_20-40_M_USD,USD,882360,276507,499999,3.1910946196660483,0.5666610000453329,1.8082688684192443,20-40,M,brenda76,littlechristian@harrison.org,Dorothy Gill,F,42
112,AKX,2017-06-15,2018-04-05,294,Thursday,AKX_20170615_20180405_20-45_B_EUR,EUR,980358,62224,499996,15.755303419902289,0.5100136888769204,8.035420416559527,20-45,B,melissadunn,brendanjames@gmail.com,Katherine Phillips,F,62
113,GRZ,2018-06-14,2018-07-29,45,Thursday,GRZ_20180614_20180729_35-50_F_GBP,GBP,847070,171483,499999,4.939673320387444,0.5902688089532152,2.9157350874430703,35-50,F,melissadunn,brendanjames@gmail.com,Katherine Phillips,F,62
114,GRZ,2018-12-25,2019-06-10,167,Tuesday,GRZ_20181225_20190610_35-40_B_EUR,EUR,783841,78827,499997,9.943813667905667,0.6378806416097142,6.342966242531112,35-40,B,melissadunn,brendanjames@gmail.com,Katherine Phillips,F,62
115,AKX,2019-04-01,2020-02-23,328,Monday,AKX_20190401_20200223_25-35_F_USD,USD,570247,347241,500003,1.6422225486045714,0.8768182910212592,1.4399307685440372,25-35,F,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
116,AKX,2017-12-24,2019-01-22,394,Sunday,AKX_20171224_20190122_40-55_F_EUR,EUR,783024,412574,500002,1.8978995283270395,0.6385525858722083,1.2119086515388755,40-55,F,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
117,KTR,2018-01-11,2018-03-25,73,Thursday,KTR_20180111_20180325_35-60_B_EUR,EUR,845765,179910,499996,4.701044966927908,0.591176035896496,2.7791451281196156,35-60,B,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
118,KTR,2019-03-24,2021-01-14,662,Sunday,KTR_20190324_20210114_25-40_F_EUR,EUR,105053,7424,500003,14.15045797413793,4.759530903448735,67.34954202586206,25-40,F,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
119,KTR,2018-11-24,2020-04-28,521,Saturday,KTR_20181124_20200428_40-55_M_EUR,EUR,474933,160855,499999,2.9525535420098845,1.0527779707874585,3.1083833265984895,40-55,M,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
120,AKX,2019-03-05,2019-11-19,259,Tuesday,AKX_20190305_20191119_40-55_M_EUR,EUR,347414,41772,499995,8.316910849372785,1.4391907061891576,11.969620798621087,40-55,M,ywright,martinstacy@burton-sullivan.com,Mary Fletcher,F,20
121,GRZ,2017-11-04,2018-10-14,344,Saturday,GRZ_20171104_20181014_25-40_F_GBP,GBP,469285,444839,499998,1.0549547139526885,1.0654463705424209,1.12399767106751,25-40,F,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
122,BYU,2018-10-17,2019-04-01,166,Wednesday,BYU_20181017_20190401_25-35_M_USD,USD,903401,308407,499997,2.9292493361045633,0.5534607555227413,1.6212245506749199,25-35,M,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
123,AKX,2017-12-30,2018-06-26,178,Saturday,AKX_20171230_20180626_30-45_M_USD,USD,520933,123976,499996,4.201885848873975,0.9598086510165414,4.0330063883332254,30-45,M,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
124,AKX,2017-09-03,2019-08-14,710,Sunday,AKX_20170903_20190814_20-25_F_GBP,GBP,410947,261279,499997,1.5728282793488952,1.216694610253877,1.9136516903386802,20-25,F,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
125,GRZ,2019-01-22,2019-09-17,238,Tuesday,GRZ_20190122_20190917_30-40_B_EUR,EUR,279380,156393,500005,1.786397089383796,1.7896950390149617,3.197106008580947,30-40,B,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
126,BYU,2018-09-19,2019-06-14,268,Wednesday,BYU_20180919_20190614_40-45_M_EUR,EUR,329748,252189,499999,1.3075431521596899,1.5163063915474848,1.982636038843883,40-45,M,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
127,BYU,2017-07-24,2018-06-27,338,Monday,BYU_20170724_20180627_30-35_B_USD,USD,577810,296729,500002,1.9472650128568492,0.8653398175870961,1.6850459510192801,30-35,B,marthaerickson,xhouse@gmail.com,Sean Hansen,M,73
128,BYU,2017-06-18,2018-01-09,205,Sunday,BYU_20170618_20180109_40-50_F_GBP,GBP,575001,230252,499996,2.497268210482428,0.869556748596959,2.1715164254816464,40-50,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
129,KTR,2018-09-04,2018-12-27,114,Tuesday,KTR_20180904_20181227_25-45_M_USD,USD,227143,189510,500004,1.1985805498390587,2.2012740872490015,2.63840430584138,25-45,M,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
130,GRZ,2018-10-26,2019-04-21,177,Friday,GRZ_20181026_20190421_30-35_F_USD,USD,652111,508859,500003,1.2815160977795421,0.7667452320233825,0.9825963577336747,30-35,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
131,BYU,2018-05-06,2019-01-19,258,Sunday,BYU_20180506_20190119_25-35_F_USD,USD,351356,34328,499997,10.235259846189699,1.4230495565750976,14.565281985551154,25-35,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
132,AKX,2019-04-14,2020-03-08,329,Sunday,AKX_20190414_20200308_35-40_F_GBP,GBP,150391,144116,499998,1.043541313941547,3.324653735928347,3.4694135279913403,35-40,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
133,BYU,2017-12-01,2019-10-01,669,Friday,BYU_20171201_20191001_45-65_F_USD,USD,413793,159430,500002,2.595452549708336,1.208338468751284,3.1361851596311863,45-65,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
134,AKX,2017-07-16,2018-03-08,235,Sunday,AKX_20170716_20180308_30-40_F_EUR,EUR,754322,694682,500002,1.0858522316685908,0.6628495523132031,0.7197566656398179,30-40,F,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
135,GRZ,2017-05-12,2017-05-23,11,Friday,GRZ_20170512_20170523_40-65_M_GBP,GBP,680987,545337,499999,1.248745271272626,0.7342269382528595,0.9168624171842366,40-65,M,vwilson,osbornekristin@gmail.com,Samuel Reyes,M,27
136,BYU,2018-09-19,2020-09-15,727,Wednesday,BYU_20180919_20200915_25-45_F_EUR,EUR,893618,449743,500000,1.9869525484554513,0.5595231967126894,1.1117460416282188,25-45,F,jacksongregory,meganstephenson@gonzalez-murray.info,Matthew Bell,M,24
137,AKX,2017-07-03,2017-10-04,93,Monday,AKX_20170703_20171004_35-45_B_GBP,GBP,69128,41395,500001,1.6699601401135402,7.232973614165028,12.078777630148569,35-45,B,jacksongregory,meganstephenson@gonzalez-murray.info,Matthew Bell,M,24
138,AKX,2018-02-23,2018-12-21,301,Friday,AKX_20180223_20181221_25-30_M_GBP,GBP,480374,9775,500000,49.14312020460358,1.0408556666264202,51.150895140664964,25-30,M,jacksongregory,meganstephenson@gonzalez-murray.info,Matthew Bell,M,24
139,AKX,2017-08-31,2019-06-26,664,Thursday,AKX_20170831_20190626_35-45_M_EUR,EUR,121061,57827,499998,2.0935030349144865,4.130132742997332,8.646445432064606,35-45,M,jacksongregory,meganstephenson@gonzalez-murray.info,Matthew Bell,M,24
140,AKX,2018-03-21,2018-06-10,81,Wednesday,AKX_20180321_20180610_35-40_M_USD,USD,575351,260429,500001,2.209243210241563,0.8690364664352717,1.9199129129244439,35-40,M,jacksongregory,meganstephenson@gonzalez-murray.info,Matthew Bell,M,24
141,GRZ,2018-04-03,2019-08-06,490,Tuesday,GRZ_20180403_20190806_35-50_M_EUR,EUR,586716,399201,500000,1.469725777240037,0.8522010649104507,1.2525018724902994,35-50,M,xstewart,angel01@gmail.com,Nicole Daniels,F,83
142,KTR,2019-01-09,2020-01-09,365,Wednesday,KTR_20190109_20200109_20-35_B_GBP,GBP,218542,2321,500000,94.15855234812581,2.2878897420175526,215.4243860404998,20-35,B,xstewart,angel01@gmail.com,Nicole Daniels,F,83
143,KTR,2018-08-21,2019-08-16,360,Tuesday,KTR_20180821_20190816_35-55_M_USD,USD,433858,144862,500000,2.994974527481327,1.152450801875268,3.451560795791857,35-55,M,fishervictoria,sbailey@wang.org,Susan Phillips,F,88
144,KTR,2018-02-21,2018-11-03,255,Wednesday,KTR_20180221_20181103_45-50_F_EUR,EUR,42207,22492,499997,1.876533878712431,11.84630511526524,22.229992886359593,45-50,F,fishervictoria,sbailey@wang.org,Susan Phillips,F,88
145,AKX,2019-02-08,2020-07-01,509,Friday,AKX_20190208_20200701_25-35_M_GBP,GBP,866083,578750,499998,1.496471706263499,0.5773095650185952,0.8639274298056155,25-35,M,fishervictoria,sbailey@wang.org,Susan Phillips,F,88
146,KTR,2018-02-23,2018-09-09,198,Friday,KTR_20180223_20180909_25-40_F_GBP,GBP,762706,53137,500001,14.353576603873007,0.6555619072093309,9.40965805371022,25-40,F,gmann,qromero@schultz-wells.net,Megan Anderson,F,79
147,GRZ,2018-09-21,2019-06-11,263,Friday,GRZ_20180921_20190611_25-35_F_GBP,GBP,345496,62596,500000,5.519458112339446,1.4471947576817097,7.987730845421432,25-35,F,gmann,qromero@schultz-wells.net,Megan Anderson,F,79
148,AKX,2018-12-29,2020-07-28,577,Saturday,AKX_20181229_20200728_30-45_B_GBP,GBP,763924,225803,499996,3.383143713768196,0.6545101345159989,2.2143018471853786,30-45,B,gmann,qromero@schultz-wells.net,Megan Anderson,F,79
149,AKX,2019-03-19,2021-03-12,724,Tuesday,AKX_20190319_20210312_20-35_F_GBP,GBP,13331,717,500002,18.592747559274756,37.506713674893106,697.3528591352859,20-35,F,annalambert,sotobenjamin@perkins-bell.com,Tyler Cannon,M,76
150,BYU,2017-10-28,2018-05-20,204,Saturday,BYU_20171028_20180520_20-40_B_USD,USD,87786,41473,500002,2.116702432908157,5.6956917959583535,12.056084681600078,20-40,B,annalambert,sotobenjamin@perkins-bell.com,Tyler Cannon,M,76
151,KTR,2018-01-01,2019-01-14,378,Monday,KTR_20180101_20190114_20-25_B_USD,USD,700837,240436,500000,2.9148588397744097,0.7134326526710205,2.0795554742218303,20-25,B,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
152,BYU,2018-09-04,2019-01-04,122,Tuesday,BYU_20180904_20190104_20-40_B_USD,USD,576579,332903,499999,1.7319729771134535,0.8671821207501488,1.5019359993751933,20-40,B,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
153,GRZ,2018-07-24,2019-04-20,270,Tuesday,GRZ_20180724_20190420_20-35_F_EUR,EUR,399338,110643,500002,3.609247760816319,1.252077187745719,4.519056786240431,20-35,F,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
154,KTR,2018-01-12,2018-06-18,157,Friday,KTR_20180112_20180618_40-55_M_USD,USD,480210,369276,499998,1.3004094498423944,1.041206971949772,1.3539953855652682,40-55,M,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
155,BYU,2018-08-12,2020-01-20,526,Sunday,BYU_20180812_20200120_30-40_B_GBP,GBP,257446,146727,499999,1.7545918610753304,1.9421509753501704,3.4076822943289238,30-40,B,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
156,BYU,2017-10-09,2018-06-01,235,Monday,BYU_20171009_20180601_25-30_M_GBP,GBP,955375,181678,500001,5.258616893624985,0.5233557503598063,2.752127390217858,25-30,M,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
157,AKX,2017-10-27,2019-03-11,500,Friday,AKX_20171027_20190311_20-35_B_USD,USD,894853,309904,499999,2.8875167793897467,0.5587498728841497,1.6133996334348701,20-35,B,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
158,KTR,2018-01-20,2019-02-12,388,Saturday,KTR_20180120_20190212_20-35_B_USD,USD,154087,117,500001,1316.982905982906,3.2449265674586436,4273.51282051282,20-35,B,tgutierrez,debrasmith@dickson.com,Laurie Reed,F,81
159,BYU,2018-01-02,2018-09-29,270,Tuesday,BYU_20180102_20180929_35-40_F_USD,USD,184236,44106,499998,4.177118759352469,2.7138995636032046,11.336280778125426,35-40,F,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
160,GRZ,2017-09-15,2017-11-09,55,Friday,GRZ_20170915_20171109_30-45_F_EUR,EUR,894518,114914,499998,7.784238648032441,0.5589580086705913,4.35106253372087,30-45,F,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
161,BYU,2019-03-16,2019-03-29,13,Saturday,BYU_20190316_20190329_20-25_M_GBP,GBP,127293,32217,499998,3.9511127665518204,3.927930051141854,15.519694571189124,20-25,M,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
162,AKX,2018-06-15,2019-06-27,377,Friday,AKX_20180615_20190627_25-45_B_EUR,EUR,700317,89538,500001,7.82145011056758,0.7139638192418576,5.584232392950479,25-45,B,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
163,BYU,2018-12-15,2020-03-19,460,Saturday,BYU_20181215_20200319_35-45_M_EUR,EUR,570735,93014,499997,6.1360117831724255,0.8760580654769726,5.375502612509945,35-45,M,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
164,AKX,2018-02-18,2019-03-16,391,Sunday,AKX_20180218_20190316_20-40_M_GBP,GBP,986943,90339,500003,10.924882940922526,0.506617910051543,5.5347413630879245,20-40,M,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
165,BYU,2018-07-17,2020-05-08,661,Tuesday,BYU_20180717_20200508_40-50_F_GBP,GBP,253150,51740,500001,4.892732895245458,1.9751175192573573,9.663722458446076,40-50,F,osmith,kwilliams@hotmail.com,Jane Raymond,F,36
166,KTR,2018-11-04,2019-10-06,336,Sunday,KTR_20181104_20191006_25-45_B_GBP,GBP,454577,272506,500000,1.6681357474697804,1.0999236652976283,1.83482198557096,25-45,B,zbrown,craig84@mckee.com,Shannon Green,F,66
167,KTR,2017-12-01,2018-04-14,134,Friday,KTR_20171201_20180414_40-60_B_USD,USD,96292,20268,499997,4.750937438326426,5.192508204212188,24.669281626208804,40-60,B,zbrown,craig84@mckee.com,Shannon Green,F,66
168,GRZ,2018-12-21,2019-10-10,293,Friday,GRZ_20181221_20191010_35-40_M_EUR,EUR,643690,522989,499999,1.2307907049670261,0.7767698736969659,0.9560411404446365,35-40,M,zbrown,craig84@mckee.com,Shannon Green,F,66
169,AKX,2017-07-05,2018-04-25,294,Wednesday,AKX_20170705_20180425_20-40_M_USD,USD,626293,605101,500000,1.0350222524834698,0.7983483768779149,0.8263083353027015,20-40,M,zbrown,craig84@mckee.com,Shannon Green,F,66
170,GRZ,2018-01-17,2018-03-29,71,Wednesday,GRZ_20180117_20180329_20-30_F_EUR,EUR,806295,748186,499997,1.0776665160802261,0.6201167066644342,0.6682790108342044,20-30,F,zbrown,craig84@mckee.com,Shannon Green,F,66
171,BYU,2017-06-24,2019-03-25,639,Saturday,BYU_20170624_20190325_30-50_B_USD,USD,728779,658238,500000,1.1071664048566021,0.6860790445388795,0.7596036691895637,30-50,B,zbrown,craig84@mckee.com,Shannon Green,F,66
172,AKX,2017-10-29,2018-10-31,367,Sunday,AKX_20171029_20181031_40-60_B_EUR,EUR,868026,554861,499999,1.5644026161507116,0.5760184602765355,0.9011247862077169,40-60,B,zbrown,craig84@mckee.com,Shannon Green,F,66
173,GRZ,2019-01-24,2019-12-11,321,Thursday,GRZ_20190124_20191211_35-50_B_USD,USD,528579,461661,500001,1.1449505156380981,0.9459342879683075,1.083047950769071,35-50,B,zbrown,craig84@mckee.com,Shannon Green,F,66
174,AKX,2017-07-30,2019-05-11,650,Sunday,AKX_20170730_20190511_40-45_F_GBP,GBP,71786,70962,499998,1.0116118485950227,6.965118546791854,7.045996448803585,40-45,F,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
175,KTR,2018-06-21,2019-12-30,557,Thursday,KTR_20180621_20191230_20-30_F_USD,USD,76736,59137,499999,1.2975971050273094,6.5158335070892415,8.45492669563894,20-30,F,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
176,BYU,2018-09-19,2019-10-24,400,Wednesday,BYU_20180919_20191024_30-40_F_GBP,GBP,547393,38917,500001,14.065652542590641,0.913422349207973,12.847881388596242,30-40,F,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
177,KTR,2017-06-01,2018-09-20,476,Thursday,KTR_20170601_20180920_25-40_M_EUR,EUR,953384,823002,500002,1.158422458268631,0.5244497495238015,0.60753436808173,25-40,M,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
178,GRZ,2018-11-24,2019-05-30,187,Saturday,GRZ_20181124_20190530_20-45_B_GBP,GBP,553677,403972,500004,1.370582614636658,0.9030608098223333,1.2377194459021912,20-45,B,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
179,GRZ,2017-08-11,2018-11-30,476,Friday,GRZ_20170811_20181130_40-60_F_GBP,GBP,383864,336380,500002,1.1411617813187467,1.302549861409249,1.4864201201022653,40-60,F,paynepatricia,cynthia04@dean.org,Catherine Stanley,F,45
180,GRZ,2019-04-01,2021-01-10,650,Monday,GRZ_20190401_20210110_30-40_B_EUR,EUR,873024,74654,500002,11.69426956358668,0.5727242320944212,6.697591555710344,30-40,B,miketurner,megan57@gmail.com,Colleen Castro,F,24
181,KTR,2017-09-24,2017-10-30,36,Sunday,KTR_20170924_20171030_35-50_M_EUR,EUR,978504,869181,499999,1.1257770245783099,0.5109830925576185,0.575253025549339,35-50,M,miketurner,megan57@gmail.com,Colleen Castro,F,24
182,BYU,2017-06-30,2018-01-08,192,Friday,BYU_20170630_20180108_30-50_F_USD,USD,642445,56032,500003,11.46568032552827,0.7782814093035202,8.923525842375785,30-50,F,miketurner,megan57@gmail.com,Colleen Castro,F,24
183,AKX,2018-08-23,2020-06-30,677,Thursday,AKX_20180823_20200630_35-55_B_EUR,EUR,143082,50321,500000,2.8433854653126924,3.4944996575390337,9.93620953478667,35-55,B,miketurner,megan57@gmail.com,Colleen Castro,F,24
184,GRZ,2017-12-05,2018-05-31,177,Tuesday,GRZ_20171205_20180531_40-60_F_GBP,GBP,648433,74024,500001,8.759767102561332,0.7710912307054083,6.754579595806765,40-60,F,miketurner,megan57@gmail.com,Colleen Castro,F,24
185,KTR,2019-03-18,2020-03-09,357,Monday,KTR_20190318_20200309_30-50_F_USD,USD,916679,353686,500001,2.5917876308363916,0.5454482976047231,1.4136861509926884,30-50,F,miketurner,megan57@gmail.com,Colleen Castro,F,24
186,GRZ,2019-05-09,2020-12-15,586,Thursday,GRZ_20190509_20201215_30-50_F_GBP,GBP,416924,308978,500001,1.3493646796859324,1.199261735951876,1.6182414281922985,30-50,F,miketurner,megan57@gmail.com,Colleen Castro,F,24
187,AKX,2017-08-18,2019-04-13,603,Friday,AKX_20170818_20190413_30-50_F_EUR,EUR,98899,92607,499999,1.0679430280648332,5.055652736630299,5.399149092401222,30-50,F,miketurner,megan57@gmail.com,Colleen Castro,F,24
188,BYU,2019-01-05,2019-12-04,333,Saturday,BYU_20190105_20191204_20-35_F_GBP,GBP,704416,666007,499996,1.0576705650240914,0.7098021623586063,0.750736854117149,20-35,F,andresaguirre,sara72@gmail.com,Matthew Montgomery,M,37
189,GRZ,2017-06-11,2017-11-15,157,Sunday,GRZ_20170611_20171115_35-40_M_GBP,GBP,195493,156833,499998,1.2465042433671485,2.5576261042594877,3.1880917919060403,35-40,M,andresaguirre,sara72@gmail.com,Matthew Montgomery,M,37
190,AKX,2017-09-30,2018-02-20,143,Saturday,AKX_20170930_20180220_35-55_M_EUR,EUR,272676,138512,500002,1.9686092179738939,1.8336853995217768,3.609809980362712,35-55,M,shortleslie,austinschultz@berg.com,Virginia Jones,F,64
191,BYU,2017-11-23,2019-08-25,640,Thursday,BYU_20171123_20190825_45-50_F_GBP,GBP,966008,595019,499993,1.623491014572644,0.5175868108752723,0.8402975367173149,45-50,F,shortleslie,austinschultz@berg.com,Virginia Jones,F,64
192,GRZ,2019-01-17,2019-06-03,137,Thursday,GRZ_20190117_20190603_20-35_M_GBP,GBP,117484,77341,500001,1.5190390607827673,4.255907187361683,6.46488925666852,20-35,M,shortleslie,austinschultz@berg.com,Virginia Jones,F,64
193,BYU,2018-10-03,2019-04-19,198,Wednesday,BYU_20181003_20190419_40-45_F_USD,USD,337463,130249,500002,2.5909066480356855,1.4816498401306217,3.8388164208554385,40-45,F,shortleslie,austinschultz@berg.com,Virginia Jones,F,64
194,AKX,2017-12-04,2018-07-15,223,Monday,AKX_20171204_20180715_45-65_F_GBP,GBP,580118,238640,500001,2.430933623868589,0.861895338534574,2.095210358699296,45-65,F,brianna58,george72@armstrong.com,Micheal Hampton,M,79
195,BYU,2019-02-09,2019-11-27,291,Saturday,BYU_20190209_20191127_30-35_F_USD,USD,697066,204924,499999,3.4015830259022857,0.7172907586942987,2.4399240694110986,30-35,F,brianna58,george72@armstrong.com,Micheal Hampton,M,79
196,BYU,2019-02-07,2019-09-07,212,Thursday,BYU_20190207_20190907_35-45_B_GBP,GBP,725569,466920,500001,1.5539471429795253,0.6891157147011517,1.0708493960421486,35-45,B,brianna58,george72@armstrong.com,Micheal Hampton,M,79
197,BYU,2017-06-20,2017-12-13,176,Tuesday,BYU_20170620_20171213_40-55_F_GBP,GBP,409277,38788,499998,10.551639682375992,1.2216616130395797,12.890533154583892,40-55,F,brianna58,george72@armstrong.com,Micheal Hampton,M,79
198,GRZ,2019-02-08,2019-03-15,35,Friday,GRZ_20190208_20190315_40-50_M_GBP,GBP,583932,180447,500002,3.236030524198241,0.8562675106005494,2.7709078011826187,40-50,M,brianna58,george72@armstrong.com,Micheal Hampton,M,79
199,GRZ,2018-09-04,2019-01-21,139,Tuesday,GRZ_20180904_20190121_20-25_B_EUR,EUR,575891,108651,500003,5.300374593883167,0.8682250634234604,4.601918067942311,20-25,B,brianna58,george72@armstrong.com,Micheal Hampton,M,79
200,BYU,2017-06-01,2018-08-19,444,Thursday,BYU_20170601_20180819_40-45_F_USD,USD,394898,197871,499997,1.9957345947612333,1.2661421430344038,2.5268836767388856,40-45,F,brianna58,george72@armstrong.com,Micheal Hampton,M,79
201,BYU,2019-03-24,2020-02-19,332,Sunday,BYU_20190324_20200219_25-45_F_USD,USD,153938,34978,500000,4.400994911086969,3.24806090763814,14.294699525415975,25-45,F,vanderson,bwatson@fuentes.com,Alice Mitchell,F,74
202,AKX,2017-08-15,2018-10-15,426,Tuesday,AKX_20170815_20181015_40-50_B_GBP,GBP,497320,132804,499997,3.7447667238938585,1.0053828520871873,3.7649242492696002,40-50,B,vanderson,bwatson@fuentes.com,Alice Mitchell,F,74
203,KTR,2018-06-20,2019-05-30,344,Wednesday,KTR_20180620_20190530_40-50_M_EUR,EUR,252618,109878,499998,2.299077158302845,1.9792651355010331,4.550483263255611,40-50,M,vanderson,bwatson@fuentes.com,Alice Mitchell,F,74
204,KTR,2017-10-17,2018-11-26,405,Tuesday,KTR_20171017_20181126_20-25_F_USD,USD,81750,63991,500000,1.277523401728368,6.116207951070336,7.813598787329468,20-25,F,sullivanmichael,margaretgomez@coleman.com,Heidi Matthews,F,64
205,GRZ,2017-10-12,2019-06-14,610,Thursday,GRZ_20171012_20190614_25-40_F_GBP,GBP,264744,223785,500000,1.1830283531067767,1.8886169280512495,2.2342873740420495,25-40,F,sullivanmichael,margaretgomez@coleman.com,Heidi Matthews,F,64
